ID,Title,Content,Image URL
30,02. 3/7/2016,https://vimeo.com/158156912,https://app.wsatraining.com/wp-content/uploads/2018/03/372016.jpeg
32,03. 3/21/2016,https://vimeo.com/159904673,https://app.wsatraining.com/wp-content/uploads/2018/03/3212016.jpeg
34,04. 3/22/2016,https://vimeo.com/160056274,https://app.wsatraining.com/wp-content/uploads/2018/03/3222016.jpeg
36,05. 3/28/2016,https://vimeo.com/160701138,https://app.wsatraining.com/wp-content/uploads/2018/03/3282016.jpeg
38,06. 5/16/2016,https://vimeo.com/166907663,https://app.wsatraining.com/wp-content/uploads/2018/03/51616.jpeg
40,07. Follow Up Webinar 6/10/2016,https://vimeo.com/170256789,https://app.wsatraining.com/wp-content/uploads/2018/03/WSA-FOLLOW-UP-6102017.jpeg
42,08. 7/26/2016,https://vimeo.com/176817242,https://app.wsatraining.com/wp-content/uploads/2018/03/Webinar-with-Cue.jpeg
44,09. 8/4/2016,https://vimeo.com/177667057,https://app.wsatraining.com/wp-content/uploads/2018/03/842016-12-WEBINAR.jpeg
46,10. 8/5/2016,https://vimeo.com/177787647,https://app.wsatraining.com/wp-content/uploads/2018/03/852016-2-OF-2.jpeg
48,11. 8/18/2016,https://vimeo.com/179418710,https://app.wsatraining.com/wp-content/uploads/2018/03/WSA-CUE-n-A-81816.jpeg
50,12. 8/24/2016,https://vimeo.com/180006586,https://app.wsatraining.com/wp-content/uploads/2018/03/82416-Webinar-with-Cue.jpeg
52,13. 9/7/2016,https://vimeo.com/181883767,https://app.wsatraining.com/wp-content/uploads/2018/03/9716-WEBINAR.jpeg
54,14. 9/20/2016,https://vimeo.com/183603644,https://app.wsatraining.com/wp-content/uploads/2018/03/92016-Webinar-with-Cue.jpeg
56,15. 10/26/2016  (NO SOUND),https://vimeo.com/189072882,https://app.wsatraining.com/wp-content/uploads/2018/03/Webinar-with-Cue-102616.jpeg
58,16. 11/27/2016,https://vimeo.com/193304328,https://app.wsatraining.com/wp-content/uploads/2018/03/FOREX-TRADING-TIPS-LIVE-WEBINAR-WITH-QUILLAN-CUE-BLACK-112716.jpeg
60,17. Group 1,https://vimeo.com/195737674,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-1.jpeg
62,18. Group 2,https://vimeo.com/195864875,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-2.jpeg
64,19. Group 3,https://vimeo.com/195891444,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-3.jpeg
66,20. Group 4,https://vimeo.com/195908166,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-4.jpeg
68,21. Group 5,https://vimeo.com/196032681,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-5.jpeg
70,22. Group 6,https://vimeo.com/196045914,https://app.wsatraining.com/wp-content/uploads/2018/03/GROUP-6.jpeg
72,23. Group 7,https://vimeo.com/196581604,https://app.wsatraining.com/wp-content/uploads/2018/03/RC-GROUP-WEBINAR.jpeg
74,24. Group Webinar With Edgar - 1/12/2017,https://vimeo.com/199144033,https://app.wsatraining.com/wp-content/uploads/2018/03/WSA-trading-vid.jpeg
76,25. Psychology Webinar - 1/19/2017,https://vimeo.com/200293134,https://app.wsatraining.com/wp-content/uploads/2018/03/Psychology.jpeg
78,26. Wallstreet Academy Webinar w/Derrick - 1/26/2017,https://vimeo.com/201311242,https://app.wsatraining.com/wp-content/uploads/2018/03/Wallstreet-Academy-Webinar-wDerrick-12617.jpeg
80,27. Webinar With Cue - 02/08/2017,https://vimeo.com/203241941,https://app.wsatraining.com/wp-content/uploads/2018/03/282017-Webinar-with-Cue.jpeg
82,28. Webinar with Cue 3/3/2017,https://vimeo.com/206764599,https://app.wsatraining.com/wp-content/uploads/2018/03/Webinar-with-Cue-3317.jpeg
84,29. FIP Webinar With Cue - 03/09/2017,https://vimeo.com/207674696,https://app.wsatraining.com/wp-content/uploads/2018/03/3917-FIP-Webinar-w-Cue.jpeg
86,30. Wallstreet Academy Webinar w/Derrick 3/23/17,https://vimeo.com/209919630,https://app.wsatraining.com/wp-content/uploads/2018/03/Wallstreet-Academy-Webinar-wDerrick-32317.jpeg
88,31. Group Webinar with Skarlett 2/2/2017,https://vimeo.com/203046086,https://app.wsatraining.com/wp-content/uploads/2018/03/Group-Webinar-with-Skarlett.jpeg
90,32. Wallstreet Academy Webinar w/Derrick 2/9/17,https://vimeo.com/209133602,https://app.wsatraining.com/wp-content/uploads/2018/03/Wallstreet-Academy-Webinar-wDerrick-2917.jpeg
92,33. Group Webinar with Rico Steele 2/4/2017,https://vimeo.com/203126166,https://app.wsatraining.com/wp-content/uploads/2018/03/2017-02-04-15.02-Meet-Now.jpeg
94,34. WEBINAR WITH CUE 4/15/17 - 2 HOURS OF NUGS,https://vimeo.com/213394048,https://app.wsatraining.com/wp-content/uploads/2018/03/Webinar-with-Cue-41517-2-Hours-of-Nugs.jpeg
96,35. Cue n A 6/4/2017,https://vimeo.com/220238733,https://app.wsatraining.com/wp-content/uploads/2018/03/Cue-n-A-642017.jpeg
98,36. FIP WEBINAR WITH CUE 7/16/17,https://vimeo.com/225791255,https://app.wsatraining.com/wp-content/uploads/2018/03/Cue-n-A-71617.jpeg
100,37. SMALL GROUP 1 WEBINAR 8/14/17,https://vimeo.com/230226373,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-1-WEBIANR.jpeg
102,38. SMALL GROUP 2 WEBINAR 8/15/17,https://vimeo.com/230239147,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-2-WEBIANR.jpeg
104,39. SMALL GROUP 3 WEBINAR 8/16/17,https://vimeo.com/230262701,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-3-WEBINAR.jpeg
106,40. SMALL GROUP 4 WEBINAR 8/17/17,https://vimeo.com/232214197,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-4-WEBINAR.jpeg
108,41. SMALL GROUP 5 WEBINAR 8/18/17,https://vimeo.com/232201208,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-5-WEBINAR-1.jpeg
110,42. WEBBY WITH EDGAR 9/29/17,https://vimeo.com/236167989,https://app.wsatraining.com/wp-content/uploads/2018/03/92917-Webby-W-Edgar.jpeg
112,43. SMALL GROUP WEBINARS 12/11/17,https://vimeo.com/246910389,https://app.wsatraining.com/wp-content/uploads/2018/03/Small-Group-Webinars-121117.jpeg
114,44. SMALL GROUP WEBINARS 12/12/17  PART 1/2,https://vimeo.com/247341118,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-WEBINAR-121217-PART-1.jpeg
116,45. SMALL GROUP WEBINARS 12/12/17  PART 2/2,https://vimeo.com/248035318,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-WEBINAR-121217-PART-2.jpeg
118,46. SMALL GROUP WEBINARS 12/13/17,https://vimeo.com/247257279,https://app.wsatraining.com/wp-content/uploads/2018/03/SMALL-GROUP-WEBINAR-121317.jpeg
120,47. Wallstreet Academy  2/3/2018 Group Webby,https://vimeo.com/254160908,https://app.wsatraining.com/wp-content/uploads/2018/03/Wallstreet-Academy-232018-Webby.jpeg
122,48. WALLSTREET ACADEMY WEBINAR 03/10/2018,https://vimeo.com/259528867,https://app.wsatraining.com/wp-content/uploads/2018/03/Wallstreet-Academy-Group-Webinar-31018.jpeg
266,Margin Trading Cryptos Intro,https://vimeo.com/266957917,https://app.wsatraining.com/wp-content/uploads/2018/05/MARGIN-TRADING-CRYPTOS-INTRO.jpeg
269,Crypto Broker Walkthrough,https://www.vimeo.com/266956991,https://app.wsatraining.com/wp-content/uploads/2018/05/CRYPTO-BROKER-WALKTHROUGH.jpeg
272,Crypto Breakdown Crash Course,https://vimeo.com/266957160,https://app.wsatraining.com/wp-content/uploads/2018/05/CRYPTO-BREAKDOWN-CRASH-COURSE.jpeg
288,Installing MT4 &amp; Indicators/Templates (Mac),https://vimeo.com/346488772,https://app.wsatraining.com/wp-content/uploads/2018/05/MT4-on-MAC-Installing-Indicators-Templates.jpeg
292,Main Analyzing Platform,https://www.vimeo.com/251337000,https://app.wsatraining.com/wp-content/uploads/2018/05/MAIN-ANALYZING-PLATFORM.jpeg
295,TradingView 101,https://www.vimeo.com/182134344,https://app.wsatraining.com/wp-content/uploads/2018/05/TradingView-101-By-Nick-FitzGerald.jpeg
298,Choosing Broker &amp; Linking MT4 With Your Broker,https://vimeo.com/335943253,https://app.wsatraining.com/wp-content/uploads/2018/05/Linking-MT4-With-Your-Broker.jpeg
304,Navigating Through MT4`,https://vimeo.com/245642592,https://app.wsatraining.com/wp-content/uploads/2018/05/MT4-WALK-THROUGH.jpeg
308,Risk Management 101,https://www.vimeo.com/160573172,https://app.wsatraining.com/wp-content/uploads/2018/05/Risk-Management-101.jpeg
311,FAQ,https://www.vimeo.com/259236800,https://app.wsatraining.com/wp-content/uploads/2018/05/FAQ-2018.jpeg
334,The Greed Effect 2.0,"<h5>Greed Effect 2.0_</h5>		
		https://vimeo.com/1090913021?share=copy#t=0		
			<h5>Greed Effect 1.0</h5>		
		https://www.vimeo.com/150307189",https://app.wsatraining.com/wp-content/uploads/2018/05/GREED-2.0.jpeg
337,Knowing Your Trading Style 2.0,"<h5>Knowing Your Trading Style 2.0</h5>		
		https://vimeo.com/1090918934?share=copy#t=0		
			<h5>Knowing Your Trading Style 1.0</h5>		
		https://www.vimeo.com/150807622",https://app.wsatraining.com/wp-content/uploads/2018/05/KNOWING-YOUR-TRADING-STYLE-2.0.jpeg
342,Fear Of The Market 2.0,"<h5>Fear Of The Market 2.0</h5>		
		https://vimeo.com/1090926102?share=copy#t=0		
			<h5>Fear Of The Market 1.0</h5>		
		https://www.vimeo.com/150539053",https://app.wsatraining.com/wp-content/uploads/2018/05/FEAR-OF-THE-MARKET-2.0.jpeg
345,Revenge Trading 2.0,"<h5>Revenge Trading 2.0</h5>		
		https://vimeo.com/1090921899?share=copy#t=0		
			<h5>Revenge Trading 1.0</h5>		
		https://www.vimeo.com/150556185",https://app.wsatraining.com/wp-content/uploads/2018/05/REVENGE-TRADING-2.0.jpeg
348,Demo VS Live 2.0,"<h4>Demo Vs Live 2.0</h4>		
		https://vimeo.com/1090929269?share=copy#t=0		
			<h4>Demo Vs Live 1.0</h4>		
		https://www.vimeo.com/150556196",https://app.wsatraining.com/wp-content/uploads/2018/05/DEMO-VS-LIVE-2.0.jpeg
351,PSYCH2.0 INTRO W/ EDGAR TORRES,https://www.vimeo.com/226589303,https://app.wsatraining.com/wp-content/uploads/2018/05/PSYCH2.0-INTRO.jpeg
354,THE 4 FEARS,https://www.vimeo.com/226589336,https://app.wsatraining.com/wp-content/uploads/2018/05/THE4FEARS.jpeg
359,TITTLE MISSING,https://www.vimeo.com/226589311,https://app.wsatraining.com/wp-content/uploads/2018/05/STUDYTIPS.jpeg
364,Using Fibonacci 1.0,https://www..vimeo.com/148814763,https://app.wsatraining.com/wp-content/uploads/2018/05/Using-Fibonacci-1.0.jpeg
367,Drawing Market Structure,https://www..vimeo.com/157785913,https://app.wsatraining.com/wp-content/uploads/2018/05/Market-Structure-on-Surface-Pro-4.jpeg
370,Market Structure 2.0,https://www..vimeo.com/208979674,https://app.wsatraining.com/wp-content/uploads/2018/05/Market-Structure-2.0.jpeg
373,Using Fibonacci 2.0,https://www..vimeo.com/214333836,https://app.wsatraining.com/wp-content/uploads/2018/05/Using-Fibonacci-2.0.jpeg
380,Identifying The Trend 2.0,"https://www..vimeo.com/245645634
",https://app.wsatraining.com/wp-content/uploads/2018/05/Identifying-the-trend-WSA.jpeg
387,Support and Resistance,https://www..vimeo.com/156109526,https://app.wsatraining.com/wp-content/uploads/2018/05/Support-Resistance-HD.jpeg
396,Support and resistance 2.0,https://www..vimeo.com/208544828,https://app.wsatraining.com/wp-content/uploads/2018/05/Support-Resistance-2.0.jpeg
398,Additional Information,"<img class=""alignnone size-medium wp-image-399"" src=""https://app.wsatraining.com/wp-content/uploads/2018/05/What-Session-Does-a-Certain-Currency-Move-300x181.png"" alt="""" width=""300"" height=""181"" />
<h2 class=""h-custom-headline mts mbs h3"">What Session Does a Certain Currency Move?</h2>
Main sessions you are looking to trade is around London and New York Session.
<ul>
 	<li>London Session = 3:00 AM EST or (10:00 MT4 TIME)</li>
 	<li>New York Session = 8:00 AM EST or (15:00 MT4 TIME)</li>
</ul>
We focus on these sessions because London Session EUR and GBP pairs increase in volume causing pairs with that currency to increase in volatility. In New York Session USD pairs increase in volume causing pairs with that currency to increase in volatility.

In what session does a certain currency move?
<ul>
 	<li>NEW YORK SESSION - USD</li>
 	<li>LONDON SESSION - EUR , GBP</li>
 	<li>ASIAN SESSION - JPY</li>
 	<li>SYDNEY SESSION - AUD</li>
</ul>
&nbsp;

<img class=""alignnone size-medium wp-image-402"" src=""https://app.wsatraining.com/wp-content/uploads/2018/05/Currency-Pairs-300x179.png"" alt="""" width=""300"" height=""179"" />
<h2 class=""h-custom-headline mts mbs h3"">Main Pairs To Focus On</h2>
<div class=""x-text"">

EURUSD (Very Volatile) , EURCAD, EURGBP, EURAUD
USDJPY (My Main Pair), USDCAD, AUDUSD, GBPUSD, XAUUSD (GOLD)

</div>
&nbsp;
<h2 class=""h-custom-headline cs-ta-center mts mbs h3"">Helpful Notes</h2>
<div class=""x-text"">
<ul>
 	<li>spread x lot size = the amount you start off negative</li>
 	<li>spread x lots size + commission = the amount you start off negative</li>
 	<li>volume x micro-pips = profits</li>
 	<li>Cues Risk Management – .50 Lot per $500 in your account , 1.00 Lot per $1000 in your account …… etc (disclaimer)</li>
 	<li>FOCUS AND MASTER ONE PAIR. WHY ? YOU CAN MASTER THAT ONE PAIR AND MAKE PROFIT FROM THAT ONE PAIR EVERY DAY FOR THE REST OF YOUR LIFE. JUMPING FROM PAIR TO PAIR ISNT GOING TO HELP YOU WITH BEING CONSISTENT AND BE ABLE TO CATCH MAJOR MOVES FROM A PAIR. CHOOSE A PAIR THAT SUITES YOUR LIFESTYLE WITH THE TIMES THAT THE PAIR IS THE MOST VOLATILE (SESSIONS).</li>
 	<li>Keep in mind that the smaller your volume the more you are going to want to stay in the market to see some substantial amount of profits. Higher volume means that you will be seeing a larger amount of profits in a smaller amount of pip gain. Once you learn how to manage you risk then you can definitely take advantage of this.</li>
</ul>
</div>",https://app.wsatraining.com/wp-content/uploads/2018/05/What-Session-Does-a-Certain-Currency-Move.png
414,Supply and demand,https://www..vimeo.com/148405472,https://app.wsatraining.com/wp-content/uploads/2018/05/Drawing-Supply-Demand.jpeg
418,Drawing Trendlines,https://www..vimeo.com/161399675,https://app.wsatraining.com/wp-content/uploads/2018/05/Drawing-Your-Trendlines-Correctly.jpeg
424,Confluence Trading,https://www.vimeo.com/148803452,https://app.wsatraining.com/wp-content/uploads/2018/05/CONFLUENCE-TRADING-HD.jpeg
429,Confluence Trading 2.0,https://www.vimeo.com/169326892,https://app.wsatraining.com/wp-content/uploads/2018/05/CONFLUENCE-TRADING-2.0.jpeg
432,Confluence Trading 2.5,https://www.vimeo.com/187488265,https://app.wsatraining.com/wp-content/uploads/2018/05/Confluence-2.5.jpeg
435,Average Directional Average (ADX),https://www.vimeo.com/153460551,https://app.wsatraining.com/wp-content/uploads/2018/05/ADX.jpeg
438,Mid-Training Critique,https://www.vimeo.com/160569717,https://app.wsatraining.com/wp-content/uploads/2018/05/Mid-Training-Critique.jpeg
441,The Process - Maintaining a Live Trade,https://www.vimeo.com/218319570,https://app.wsatraining.com/wp-content/uploads/2018/05/The-Process.jpeg
445,Confluence Trading 2.9,https://www.vimeo.com/248648721,https://app.wsatraining.com/wp-content/uploads/2018/05/Confluence-Trading-2.9.jpeg
546,Introduction To Forex,"<h3>What is Forex & Why do people trade?</h3>		
		<p>Forex is short for the Foreign Exchange. The Forex market is the most liquid market in the world. It exchanges approximately $4.3 Trillion per day opposed to less liquid markets such as the New York Stock Exchange that  exchanges approximately $20 Billion per day. People turn to trade the Forex markets for a variety of reasons, some which I have listed below:</p><ul><li>You can trade from anywhere in the world</li><li>Most liquid market in the world</li><li>Traders can profit whether a specific currency is increasing or decreasing in value</li><li>Forex does not require a high initial investment</li><li>Traders can begin with as little as $100 which makes Forex all the more popular</li><li>High liquidity allows large amounts of leverage</li><li>Some brokers allow leverage up to 1:1000</li></ul><p>The goal of Forex is to buy a currency that is anticipated to gain value or sell a currency that is anticipated to lose value against another currency.</p>		
			<a href=""#"" role=""button"">
						LEARN MORE
					</a>
			<h3>What do people trade?</h3>		
		<p>When trading Forex, it is inevitable that traders will run across currencies known as “The Majors”. This term refers to the most frequently traded currencies in the world, with a list normally including the Euro (EUR), US Dollar (USD), Japanese Yen (JPY), Great British Pound (GBP), Australian Dollar (AUD), and the Swiss Franc (CHF).</p><p>In the graph below, you will find a list of the Major currencies along with their associated country and ISO Symbol. The symbol is how you will know exactly which currency you are trading when referencing a Forex Bid/Ask quote. However, it is also important to review each currencies nickname. These names will often come up in research and will be handy when communicating with other Forex Traders.</p>		
			<a href=""#"" role=""button"">
						LEARN MORE
					</a>
			<h3>What are the four major markets to trade?</h3>		
		<p>The four major markets to trade include the London Session (3am EST-12pm EST), the New York Session (8am EST to 5pm EST), the Sydney Session (5pm EST to 2am EST), and the Tokyo Session (7pm EST to 4am EST). During summer and winter months from 8am to 12 pm the London and New York session overlap.</p>		
			<h3>The London Session</h3>		
		<p>It is this session that 99% of traders keep their eyes on as London controls essentially the entire European market movements. Roughly 30% of all market transactions take place in the London Session. The following is important to keep in mind when trading the London Session:</p><ul><li>Due to the London Session overlapping with two other major trading sessions, a large portion of Forex transactions are made during this time. This leads to a massive surge in liquidity which can also lead to lower transaction costs as there will be more volume per user at the broker level</li><li>The London Session is known to be specifically volatile for the EUR/USD (EU), as there is a plethora of European news that is released within a couple hours of the opening of this session</li><li>Most Major movements that occur during the London Session also carry over into the New York Session</li><li>The best times to trade the EU &amp; GBP/USD is during the overlap of the London &amp; New York Session Price action may slow down and trends start to change as European traders close their trades and take their profits</li></ul>		
			<h3>The New York Session</h3>		
		<p>This session begins at 8am EST. This is the most traded session amongst all Forex traders, primarily due to influential market news that makes market moves occur during this session. The most commonly traded pair during this session is the USD/JPY or EUR/USD, as well as Gold sometimes.</p><p>The following is important to keep in mind when trading the New York Session:</p><ul><li>Major news is released in the beginning</li><li>Every major transaction in the world involves the USD, so whenever any major news comes out which affects the USD anything that is directly related to it will move drastically</li><li>The New York Session begins to majorly slow down after 1pm EST</li><li>There is almost little or no movement Friday afternoons as Asian and London traders are done for the weekend</li></ul>		
			<h3>The Tokyo Session</h3>		
		<p>The Tokyo Session is often referred to as the Asian session because Tokyo is the financial capital of Asia. Japan is the third largest trading center in the world, and the Japanese Yen is the third most traded currency partaking in 16.5% of all forex transactions. Overall about 21% of all transactions take place during this session. The following is important to keep in mind when trading the Tokyo Session:</p><ul><li>The most commonly traded pair is the USD/JPY</li><li>The Bank of Japan (BOJ) has been known to inject massive amounts of government printed money into the markets should they feel their currency is getting too strong. This has caused the markets to move 2000 pips within 20 minutes in the past</li><li>Liquidity can often be very thin, therefore making this session boring because of the lack of activity</li><li>It is more likely to see movement in Asia Pacific pairs like the AUD/USD and NZD/USD opposed to pairs like the GBP/USD</li><li>Most action takes place early in this session due to major economic data that is released. The AUD/USD is known to make large movements during this time.</li></ul>		
			<h3>The Sydney Session</h3>		
		<p>This session is starts and ends the trading week Starting on Sunday at 5pm EST and ending the week at 5pm EST. This session focuses on the volatility of AUD pairs. (ex. AUDUSD, GBPAUD, AUDJPY. Normally this session has a very low volatility compared to the other sessions.</p>		
			<h3>Overview</h3>		
		<p>If you are looking for times of major volatility, then look for times when two sessions overlap. Also note, trading on Fridays and Sundays can be a costly venture. Sunday is when investors are looking for the news to create a market path. Paths can often go one way Sunday and completely reverse come Monday. Same case for Fridays. NEVER hold a trade through the weekend as you are exposed to gaps in the market come Sunday when markets open due to news announced when the market is closed throughout the weekend. The only exception is if you plan on swinging a trade for an extended period of time, and it is a part of your strategy.</p>		
			<a href=""#"" role=""button"">
						LEARN MORE
					</a>
			<h3>Three Types of Analysis</h3>		
		<p>Traders often break down the analysis of the charts or Forex pairs into three different categories: Technical analysis, Fundamental analysis, or Traders sentiment.</p>		
			<h3>Technical Analysis</h3>		
		<p>This is reading the charts using a series of technical tools which normally involves tools that are developed using some sort of mathematical equation and using historical data to predict what will happen next.</p>		
			<h3>Fundamental Analysis</h3>		
		<p>This is a review of the economics and political forces that might come into play when forecasting the direction of a currency pair or tradeable instrument. Fundamental Analysis is examining the underlying drivers affecting our wellbeing such as economic health of a region in which that currency is most dominant in, interest rates, or even relationships between countries. The majority of Fundamental traders rely on news daily, weekly, or monthly to decide whether they will buy or sell an instrument.</p>		
			<h3>Sentiment Analysis</h3>		
		<p>Traders sentiment refers to how people can devise their own opinions over how the market is changing and where its heading to. They may do this using one of three types of charts which include Line Charts, Bar Charts, or Candlestick Charts with no real form of analysis</p>		
			<a href=""#"" role=""button"">
						LEARN MORE
					</a>
			<h3>Technical Analysis - Using Live Data!</h3>		
			<h3>Trend</h3>		
		<p>This is commonly used because it very clearly shows prevailing trend. The downside is these indicators typically have a delay in predicting the movements of price action which is why they have the name “lagging indicators”. These indicators work poorly in flat or ranging trends. These indicators smooth out price data but should never solely be relied upon. Examples: Moving Averages, Bollinger Bands, and Ichimoku Kinko Hyo</p>		
			<h3>Support & Resistance</h3>		
		<p>Support levels are levels where price has had a hard time pushing down through. Resistance levels are levels where price has had a hard time pushing up through. Plot using horizontal lines and place where price has had a hard time pushing through. Support &amp; Resistance levels are dynamic meaning price may push past the levels only to reverse. This is a new resistance or support level now but should be coupled with old Support &amp; Resistance levels to for a Support &amp; Resistance Area.</p>		
			<h3>Oscillators
</h3>		
		<p>These are used when trend is flat or ranging. Traders can use oscillators to determine whether a currency pair has entered an oversold or overbought area. Overbought and oversold simply refers to the loss of steam or pressure in any one direction over a specific period of days. The name oscillator is derived from the Latin work oscillo which means “I swing”. Examples: Relative Strength Index (RSI), Stochastics, Moving Average Convergence Divergence (MACD), and the Momentum Indicator.</p>		
			<h3>Volume Based Indicators
</h3>		
		<p>These indicators measure the worth of a specific instrument or currency pair by determining the overall volume of transactions in any one direction by an active involvement of participants. High volume spikes can generally either change the direction of the markets or help determine a new trend. If the move lacks volume, then there will be no conviction and prices may retrace to their original starting position. These are referred to as “leading indicators” because they tend to be ahead of price action. Examples: Volumes, Money Flow Index, and On Balance Volume</p>		
			<h3>Strength Based Indicators</h3>		
		<p>These indicators help reduce downside risk and increase your profit potentials by indicating a strong, clear movement.. Strength indicators assist a trader in displaying the intensity of market opinion on a certain price by examining the market positions taken by various market participants. Example: ADX Indicator</p>		
			<h3>Volatility Based Indicators
</h3>		
		<p>These indicators monitor fluctuations in currency pairs or instruments by comparing current price to historical values. Changes in volatility tends to anticipate changes in prices or can forecast a major price spike. The overall purpose of volatility based indicators is used to detect an imbalance in the markets and help traders generate a buy or sell signal. The downside is they take no account for other data in respect to price actionExample: Parabolic Stop and Reverse (SAR).</p>		
			<h3>Momentum Based Indicators</h3>		
		<p>These are used to determine the strength or weakness of a trend as it progresses overtime. Momentum is highest when trends start and lowest when trends change or end. Momentum indicators derives data that compares current price in relation to past price. When current prices are higher than in the past the momentum indicators will show a positive signal and vice versa. When price and momentum diverge it suggests weakness. If price extremes occur with weak momentum it suggests the end of the movement in that direction. If momentum is trending strongly and prices are flat, it signals a potential change in direction. Examples: Stochastics, Moving Average Convergence Divergence (MACD), and Relative Strength Index (RSI)</p>		
			<h3>Technical Analysis - Using Live Data!</h3>		
												<a href="""">How to Review a Currency Pair?</a>
					<p>The reason currency is quoted in pairs is because you are simultaneously buying one currency and selling the other.</p><p>Example:</p>
												<a href="""">Going Long/Short</a>
					<p>Long means you are buying the base currency and selling the quoted currency and going short means you are selling the base currency and buying the quoted currency.</p>
												<a href="""">Bid/Ask Prices?</a>
